案件ID,病害小类,病害大类,道路名称,里程km,数据来源,采集日期,星期,审核结论,驳回原因,事件等级,审核时滞天
2026020151,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-12,周三,审核通过,,轻微,0
2026020152,垃圾满溢,市容环境,龙翔大道,15.8,两轮车,2026-08-06,周四,审核通过,,轻微,1
2026020153,垃圾满溢,市容环境,碧新路,9.1,两轮车,2026-08-27,周四,审核通过,,轻微,0
2026020154,垃圾满溢,市容环境,碧新路,9.1,四轮专车,2026-08-08,周六,审核通过,,轻微,2
2026020155,垃圾满溢,市容环境,清林路,9.8,四轮专车,2026-08-05,周三,审核通过,,轻微,2
2026020156,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-28,周五,审核通过,,轻微,0
2026020157,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-08-04,周二,审核通过,,轻微,1
2026020158,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-09-02,周三,审核通过,,轻微,0
2026020159,垃圾满溢,市容环境,沙荷路,12.4,作业车,2026-08-10,周一,驳回,超过时效,轻微,0
2026020160,垃圾满溢,市容环境,碧新路,9.1,作业车,2026-09-01,周二,审核通过,,轻微,0
2026020161,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-24,周一,审核通过,,轻微,0
2026020162,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-03,周一,审核通过,,轻微,2
2026020163,垃圾满溢,市容环境,龙翔大道,15.8,众源车,2026-08-21,周五,审核通过,,严重,13
2026020164,垃圾满溢,市容环境,吉祥路,8.6,两轮车,2026-09-03,周四,审核通过,,轻微,1
2026020165,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-09-01,周二,驳回,AI误报,轻微,0
2026020166,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-31,周一,审核通过,,轻微,0
2026020167,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-10,周一,驳回,框选不规范,轻微,0
2026020168,垃圾满溢,市容环境,红棉路,18.2,四轮专车,2026-08-09,周日,审核通过,,轻微,1
2026020169,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-12,周三,审核通过,,轻微,0
2026020170,垃圾满溢,市容环境,龙翔大道,15.8,四轮专车,2026-08-20,周四,审核通过,,轻微,1
2026020171,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026020172,垃圾满溢,市容环境,植物园路,7.5,两轮车,2026-09-03,周四,审核通过,,轻微,1
2026020173,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-18,周二,审核通过,,轻微,0
2026020174,垃圾满溢,市容环境,龙翔大道,15.8,作业车,2026-08-18,周二,审核通过,,轻微,0
2026020175,垃圾满溢,市容环境,布龙路,19.6,两轮车,2026-08-30,周日,审核通过,,轻微,0
2026020176,垃圾满溢,市容环境,新生路,8.2,四轮专车,2026-09-02,周三,审核通过,,轻微,1
2026020177,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-16,周日,审核通过,,轻微,0
2026020178,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-20,周四,审核通过,,轻微,0
2026020179,垃圾满溢,市容环境,沙荷路,12.4,两轮车,2026-08-11,周二,审核通过,,严重,0
2026020180,垃圾满溢,市容环境,清林路,9.8,众源车,2026-08-28,周五,驳回,模糊不清,轻微,13
2026020181,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-28,周五,审核通过,,轻微,4
2026020182,垃圾满溢,市容环境,吉祥路,8.6,作业车,2026-08-08,周六,审核通过,,轻微,0
2026020183,垃圾满溢,市容环境,碧新路,9.1,四轮专车,2026-08-12,周三,审核通过,,轻微,1
2026020184,垃圾满溢,市容环境,新生路,8.2,四轮专车,2026-08-06,周四,审核通过,,轻微,1
2026020185,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-08-11,周二,驳回,模糊不清,轻微,1
2026020186,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-25,周二,审核通过,,轻微,0
2026020187,垃圾满溢,市容环境,龙岗大道,32.6,众源车,2026-08-14,周五,审核通过,,轻微,8
2026020188,垃圾满溢,市容环境,深惠路,21.5,四轮专车,2026-08-13,周四,审核通过,,轻微,1
2026020189,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-31,周一,审核通过,,轻微,1
2026020190,垃圾满溢,市容环境,深惠路,21.5,作业车,2026-08-16,周日,审核通过,,轻微,0
2026020191,垃圾满溢,市容环境,沙荷路,12.4,作业车,2026-08-11,周二,审核通过,,轻微,0
2026020192,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-09-01,周二,审核通过,,轻微,0
2026020193,垃圾满溢,市容环境,黄阁路,11.2,四轮专车,2026-08-19,周三,审核通过,,轻微,2
2026020194,垃圾满溢,市容环境,坂雪岗大道,14.2,四轮专车,2026-08-09,周日,审核通过,,轻微,1
2026020195,垃圾满溢,市容环境,布龙路,19.6,众源车,2026-08-14,周五,审核通过,,轻微,6
2026020196,垃圾满溢,市容环境,清林路,9.8,作业车,2026-08-14,周五,审核通过,,轻微,0
2026020197,垃圾满溢,市容环境,龙翔大道,15.8,众源车,2026-08-07,周五,驳回,超过时效,轻微,13
2026020198,垃圾满溢,市容环境,龙岗大道,32.6,四轮专车,2026-09-01,周二,审核通过,,轻微,2
2026020199,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-22,周六,审核通过,,轻微,0
2026020200,垃圾满溢,市容环境,清林路,9.8,作业车,2026-09-02,周三,审核通过,,轻微,0
2026020201,垃圾满溢,市容环境,沙荷路,12.4,四轮专车,2026-08-10,周一,审核通过,,轻微,2
2026020202,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-08-28,周五,驳回,框选不规范,轻微,1
2026020203,垃圾满溢,市容环境,新生路,8.2,作业车,2026-08-24,周一,审核通过,,轻微,0
2026020204,垃圾满溢,市容环境,碧新路,9.1,四轮专车,2026-08-15,周六,审核通过,,轻微,1
2026020205,垃圾满溢,市容环境,坂雪岗大道,14.2,作业车,2026-08-14,周五,审核通过,,轻微,0
2026020206,垃圾满溢,市容环境,吉祥路,8.6,两轮车,2026-08-07,周五,审核通过,,轻微,1
2026020207,垃圾满溢,市容环境,鹏达路,6.8,众源车,2026-08-07,周五,驳回,超过时效,轻微,10
2026020208,垃圾满溢,市容环境,布龙路,19.6,作业车,2026-08-28,周五,审核通过,,轻微,0
2026020209,垃圾满溢,市容环境,红棉路,18.2,作业车,2026-08-20,周四,审核通过,,严重,0
2026020210,垃圾满溢,市容环境,黄阁路,11.2,两轮车,2026-08-29,周六,审核通过,,轻微,1
2026020211,垃圾满溢,市容环境,新生路,8.2,两轮车,2026-08-22,周六,审核通过,,轻微,1
2026020212,垃圾满溢,市容环境,黄阁路,11.2,作业车,2026-08-25,周二,审核通过,,轻微,0
2026020213,垃圾满溢,市容环境,龙岗大道,32.6,两轮车,2026-09-03,周四,审核通过,,轻微,1
2026020214,垃圾满溢,市容环境,新生路,8.2,两轮车,2026-08-13,周四,审核通过,,轻微,0
2026020215,垃圾满溢,市容环境,吉祥路,8.6,四轮专车,2026-08-23,周日,审核通过,,轻微,2
2026020216,垃圾满溢,市容环境,龙翔大道,15.8,两轮车,2026-08-23,周日,审核通过,,轻微,1
2026020217,垃圾满溢,市容环境,鹏达路,6.8,作业车,2026-09-01,周二,审核通过,,轻微,0
2026020218,垃圾满溢,市容环境,清林路,9.8,作业车,2026-08-25,周二,驳回,AI误报,轻微,0
2026020219,垃圾满溢,市容环境,爱南路,10.4,作业车,2026-08-11,周二,审核通过,,轻微,0
2026020220,垃圾满溢,市容环境,植物园路,7.5,作业车,2026-08-31,周一,驳回,框选不规范,轻微,0
2026020221,垃圾满溢,市容环境,龙岗大道,32.6,作业车,2026-08-29,周六,审核通过,,轻微,0
2026020222,垃圾满溢,市容环境,吉祥路,8.6,四轮专车,2026-08-07,周五,审核通过,,轻微,1
2026020223,网裂,沥青路面,龙翔大道,15.8,四轮专车,2026-08-26,周三,审核通过,,轻微,1
2026020224,网裂,沥青路面,碧新路,9.1,作业车,2026-08-11,周二,审核通过,,轻微,0
2026020225,网裂,沥青路面,碧新路,9.1,四轮专车,2026-08-11,周二,审核通过,,严重,2
2026020226,网裂,沥青路面,爱南路,10.4,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026020227,网裂,沥青路面,吉祥路,8.6,两轮车,2026-08-13,周四,审核通过,,轻微,0
2026020228,网裂,沥青路面,吉祥路,8.6,四轮专车,2026-08-28,周五,审核通过,,轻微,1
2026020229,网裂,沥青路面,沙荷路,12.4,作业车,2026-08-09,周日,审核通过,,轻微,0
2026020230,网裂,沥青路面,龙翔大道,15.8,两轮车,2026-08-31,周一,审核通过,,轻微,1
2026020231,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-04,周二,审核通过,,轻微,0
2026020232,网裂,沥青路面,爱南路,10.4,众源车,2026-08-14,周五,驳回,模糊不清,轻微,4
2026020233,网裂,沥青路面,黄阁路,11.2,作业车,2026-08-17,周一,审核通过,,轻微,0
2026020234,网裂,沥青路面,坂雪岗大道,14.2,两轮车,2026-08-19,周三,审核通过,,轻微,0
2026020235,网裂,沥青路面,红棉路,18.2,作业车,2026-08-31,周一,审核通过,,轻微,0
2026020236,网裂,沥青路面,坂雪岗大道,14.2,作业车,2026-08-22,周六,驳回,AI误报,轻微,0
2026020237,网裂,沥青路面,深惠路,21.5,作业车,2026-08-19,周三,审核通过,,轻微,0
2026020238,网裂,沥青路面,鹏达路,6.8,四轮专车,2026-08-08,周六,审核通过,,轻微,2
2026020239,网裂,沥青路面,碧新路,9.1,作业车,2026-08-04,周二,驳回,模糊不清,轻微,0
2026020240,网裂,沥青路面,布龙路,19.6,作业车,2026-08-28,周五,审核通过,,轻微,0
2026020241,网裂,沥青路面,爱南路,10.4,作业车,2026-08-21,周五,审核通过,,轻微,0
2026020242,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-18,周二,审核通过,,轻微,0
2026020243,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-19,周三,审核通过,,轻微,0
2026020244,网裂,沥青路面,坂雪岗大道,14.2,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026020245,网裂,沥青路面,清林路,9.8,作业车,2026-08-17,周一,审核通过,,轻微,0
2026020246,网裂,沥青路面,龙岗大道,32.6,众源车,2026-08-07,周五,审核通过,,轻微,7
2026020247,网裂,沥青路面,红棉路,18.2,两轮车,2026-08-19,周三,审核通过,,轻微,1
2026020248,网裂,沥青路面,布龙路,19.6,作业车,2026-08-29,周六,驳回,框选不规范,轻微,0
2026020249,网裂,沥青路面,龙岗大道,32.6,四轮专车,2026-08-10,周一,审核通过,,轻微,1
2026020250,网裂,沥青路面,龙翔大道,15.8,作业车,2026-08-04,周二,审核通过,,轻微,0
2026020251,网裂,沥青路面,深惠路,21.5,四轮专车,2026-09-02,周三,审核通过,,轻微,1
2026020252,网裂,沥青路面,新生路,8.2,作业车,2026-08-17,周一,审核通过,,轻微,0
2026020253,网裂,沥青路面,沙荷路,12.4,作业车,2026-08-21,周五,审核通过,,轻微,0
2026020254,网裂,沥青路面,龙岗大道,32.6,众源车,2026-08-28,周五,驳回,AI误报,轻微,5
2026020255,网裂,沥青路面,龙岗大道,32.6,两轮车,2026-08-12,周三,审核通过,,轻微,1
2026020256,网裂,沥青路面,龙岗大道,32.6,四轮专车,2026-08-09,周日,审核通过,,轻微,2
2026020257,网裂,沥青路面,吉祥路,8.6,作业车,2026-08-24,周一,审核通过,,严重,0
2026020258,网裂,沥青路面,深惠路,21.5,两轮车,2026-08-20,周四,审核通过,,轻微,0
2026020259,网裂,沥青路面,红棉路,18.2,作业车,2026-08-23,周日,审核通过,,轻微,0
2026020260,网裂,沥青路面,植物园路,7.5,作业车,2026-08-27,周四,审核通过,,轻微,0
2026020261,网裂,沥青路面,吉祥路,8.6,四轮专车,2026-08-12,周三,审核通过,,轻微,2
2026020262,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-18,周二,审核通过,,轻微,0
2026020263,网裂,沥青路面,沙荷路,12.4,两轮车,2026-08-22,周六,审核通过,,轻微,0
2026020264,网裂,沥青路面,碧新路,9.1,作业车,2026-08-29,周六,审核通过,,轻微,0
2026020265,网裂,沥青路面,黄阁路,11.2,两轮车,2026-08-06,周四,审核通过,,轻微,1
2026020266,网裂,沥青路面,植物园路,7.5,作业车,2026-08-12,周三,审核通过,,轻微,0
2026020267,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-09,周日,审核通过,,轻微,0
2026020268,网裂,沥青路面,吉祥路,8.6,两轮车,2026-08-12,周三,审核通过,,轻微,1
2026020269,网裂,沥青路面,龙岗大道,32.6,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026020270,网裂,沥青路面,沙荷路,12.4,众源车,2026-08-14,周五,审核通过,,轻微,5
2026020271,网裂,沥青路面,吉祥路,8.6,作业车,2026-08-27,周四,审核通过,,轻微,0
2026020272,网裂,沥青路面,清林路,9.8,两轮车,2026-08-28,周五,审核通过,,轻微,0
2026020273,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026020274,网裂,沥青路面,红棉路,18.2,两轮车,2026-08-07,周五,审核通过,,严重,1
2026020275,网裂,沥青路面,吉祥路,8.6,作业车,2026-08-05,周三,审核通过,,轻微,0
2026020276,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-07,周五,审核通过,,轻微,0
2026020277,网裂,沥青路面,沙荷路,12.4,两轮车,2026-08-29,周六,审核通过,,轻微,1
2026020278,网裂,沥青路面,红棉路,18.2,作业车,2026-08-03,周一,审核通过,,轻微,0
2026020279,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026020280,网裂,沥青路面,爱南路,10.4,四轮专车,2026-08-15,周六,审核通过,,轻微,1
2026020281,网裂,沥青路面,龙岗大道,32.6,四轮专车,2026-09-02,周三,审核通过,,轻微,1
2026020282,网裂,沥青路面,布龙路,19.6,两轮车,2026-08-16,周日,审核通过,,轻微,1
2026020283,网裂,沥青路面,黄阁路,11.2,作业车,2026-08-17,周一,审核通过,,轻微,0
2026020284,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-17,周一,审核通过,,轻微,0
2026020285,网裂,沥青路面,坂雪岗大道,14.2,作业车,2026-08-28,周五,审核通过,,轻微,0
2026020286,网裂,沥青路面,沙荷路,12.4,两轮车,2026-08-27,周四,审核通过,,轻微,1
2026020287,网裂,沥青路面,爱南路,10.4,四轮专车,2026-09-02,周三,审核通过,,轻微,1
2026020288,网裂,沥青路面,吉祥路,8.6,作业车,2026-08-16,周日,审核通过,,轻微,0
2026020289,网裂,沥青路面,吉祥路,8.6,作业车,2026-08-29,周六,审核通过,,轻微,0
2026020290,网裂,沥青路面,龙翔大道,15.8,作业车,2026-08-03,周一,审核通过,,轻微,0
2026020291,网裂,沥青路面,爱南路,10.4,两轮车,2026-08-22,周六,审核通过,,轻微,1
2026020292,网裂,沥青路面,坂雪岗大道,14.2,作业车,2026-08-22,周六,审核通过,,轻微,0
2026020293,网裂,沥青路面,龙翔大道,15.8,两轮车,2026-08-04,周二,审核通过,,轻微,0
2026020294,网裂,沥青路面,龙岗大道,32.6,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026020295,网裂,沥青路面,龙岗大道,32.6,作业车,2026-09-03,周四,审核通过,,严重,0
2026020296,网裂,沥青路面,红棉路,18.2,四轮专车,2026-08-03,周一,驳回,模糊不清,轻微,1
2026020297,网裂,沥青路面,沙荷路,12.4,四轮专车,2026-08-19,周三,审核通过,,轻微,1
2026020298,网裂,沥青路面,新生路,8.2,两轮车,2026-08-27,周四,审核通过,,轻微,1
2026020299,网裂,沥青路面,鹏达路,6.8,作业车,2026-09-03,周四,审核通过,,轻微,0
2026020300,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-10,周一,驳回,AI误报,轻微,0
2026020301,网裂,沥青路面,植物园路,7.5,作业车,2026-08-22,周六,审核通过,,轻微,0
2026020302,网裂,沥青路面,清林路,9.8,两轮车,2026-08-27,周四,审核通过,,轻微,1
2026020303,网裂,沥青路面,深惠路,21.5,作业车,2026-08-31,周一,审核通过,,轻微,0
2026020304,网裂,沥青路面,植物园路,7.5,四轮专车,2026-08-23,周日,审核通过,,轻微,2
2026020305,网裂,沥青路面,清林路,9.8,作业车,2026-08-10,周一,审核通过,,轻微,0
2026020306,网裂,沥青路面,坂雪岗大道,14.2,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026020307,网裂,沥青路面,红棉路,18.2,众源车,2026-08-14,周五,审核通过,,轻微,10
2026020308,网裂,沥青路面,红棉路,18.2,两轮车,2026-08-14,周五,审核通过,,轻微,0
2026020309,网裂,沥青路面,新生路,8.2,作业车,2026-08-18,周二,审核通过,,轻微,0
2026020310,网裂,沥青路面,红棉路,18.2,众源车,2026-08-28,周五,审核通过,,轻微,12
2026020311,网裂,沥青路面,龙岗大道,32.6,两轮车,2026-08-29,周六,审核通过,,严重,0
2026020312,网裂,沥青路面,沙荷路,12.4,两轮车,2026-08-21,周五,审核通过,,轻微,0
2026020313,网裂,沥青路面,深惠路,21.5,作业车,2026-08-26,周三,审核通过,,轻微,0
2026020314,网裂,沥青路面,龙翔大道,15.8,两轮车,2026-08-28,周五,审核通过,,轻微,1
2026020315,网裂,沥青路面,植物园路,7.5,四轮专车,2026-08-09,周日,审核通过,,轻微,2
2026020316,网裂,沥青路面,龙翔大道,15.8,两轮车,2026-08-13,周四,审核通过,,轻微,0
2026020317,网裂,沥青路面,新生路,8.2,作业车,2026-08-30,周日,审核通过,,轻微,0
2026020318,网裂,沥青路面,坂雪岗大道,14.2,众源车,2026-08-07,周五,审核通过,,轻微,4
2026020319,网裂,沥青路面,布龙路,19.6,两轮车,2026-08-09,周日,审核通过,,轻微,1
2026020320,网裂,沥青路面,龙岗大道,32.6,四轮专车,2026-08-20,周四,审核通过,,轻微,2
2026020321,网裂,沥青路面,沙荷路,12.4,作业车,2026-08-09,周日,审核通过,,轻微,0
2026020322,网裂,沥青路面,碧新路,9.1,两轮车,2026-08-04,周二,审核通过,,轻微,1
2026020323,网裂,沥青路面,吉祥路,8.6,众源车,2026-08-21,周五,审核通过,,轻微,9
2026020324,网裂,沥青路面,深惠路,21.5,两轮车,2026-08-04,周二,审核通过,,轻微,0
2026020325,网裂,沥青路面,新生路,8.2,作业车,2026-09-02,周三,审核通过,,轻微,0
2026020326,网裂,沥青路面,爱南路,10.4,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026020327,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-09,周日,审核通过,,严重,0
2026020328,网裂,沥青路面,坂雪岗大道,14.2,作业车,2026-08-23,周日,审核通过,,严重,0
2026020329,网裂,沥青路面,爱南路,10.4,作业车,2026-08-15,周六,审核通过,,轻微,0
2026020330,网裂,沥青路面,爱南路,10.4,作业车,2026-08-22,周六,审核通过,,轻微,0
2026020331,网裂,沥青路面,龙岗大道,32.6,作业车,2026-08-19,周三,审核通过,,轻微,0
